#,Date-Time (EDT),Ch: 1 - Temperature   (°C )
1,04/19/2022 14:10:43,14.969
2,04/19/2022 14:40:43,15.409
3,04/19/2022 15:10:43,14.605
4,04/19/2022 15:40:43,15.817
5,04/19/2022 16:10:43,17.383
6,04/19/2022 16:40:43,17.672
7,04/19/2022 17:10:43,17.286
8,04/19/2022 17:40:43,16.782
9,04/19/2022 18:10:43,16.256
10,04/19/2022 18:40:43,15.516
11,04/19/2022 19:10:43,14.530
12,04/19/2022 19:40:43,13.457
13,04/19/2022 20:10:43,12.320
14,04/19/2022 20:40:43,11.259
15,04/19/2022 21:10:43,10.315
16,04/19/2022 21:40:43,9.510
17,04/19/2022 22:10:43,8.803
18,04/19/2022 22:40:43,8.159
19,04/19/2022 23:10:43,7.526
20,04/19/2022 23:40:43,6.969
21,04/20/2022 00:10:43,6.443
22,04/20/2022 00:40:43,6.003
23,04/20/2022 01:10:43,5.606
24,04/20/2022 01:40:43,5.253
25,04/20/2022 02:10:43,5.017
26,04/20/2022 02:40:43,4.770
27,04/20/2022 03:10:43,4.555
28,04/20/2022 03:40:43,4.373
29,04/20/2022 04:10:43,4.223
30,04/20/2022 04:40:43,4.019
31,04/20/2022 05:10:43,3.858
32,04/20/2022 05:40:43,3.687
33,04/20/2022 06:10:43,3.526
34,04/20/2022 06:40:43,3.440
35,04/20/2022 07:10:43,3.451
36,04/20/2022 07:40:43,3.719
37,04/20/2022 08:10:43,4.201
38,04/20/2022 08:40:43,4.834
39,04/20/2022 09:10:43,7.333
40,04/20/2022 09:40:43,11.505
41,04/20/2022 10:10:43,19.742
42,04/20/2022 10:40:43,9.467
43,04/20/2022 11:10:43,9.371
44,04/20/2022 11:40:43,9.510
45,04/20/2022 12:10:43,9.768
46,04/20/2022 12:40:43,9.768
47,04/20/2022 13:10:43,9.875
48,04/20/2022 13:40:43,10.068
49,04/20/2022 14:10:43,10.132
50,04/20/2022 14:40:43,10.283
51,04/20/2022 15:10:43,10.422
52,04/20/2022 15:40:43,10.572
53,04/20/2022 16:10:43,10.637
54,04/20/2022 16:40:43,10.551
55,04/20/2022 17:10:43,10.551
56,04/20/2022 17:40:43,10.486
57,04/20/2022 18:10:43,10.476
58,04/20/2022 18:40:43,10.411
59,04/20/2022 19:10:43,10.325
60,04/20/2022 19:40:43,10.229
61,04/20/2022 20:10:43,10.122
62,04/20/2022 20:40:43,10.025
63,04/20/2022 21:10:43,9.950
64,04/20/2022 21:40:43,9.875
65,04/20/2022 22:10:43,9.768
66,04/20/2022 22:40:43,9.650
67,04/20/2022 23:10:43,9.521
68,04/20/2022 23:40:43,9.425
69,04/21/2022 00:10:43,9.339
70,04/21/2022 00:40:43,9.253
71,04/21/2022 01:10:43,9.178
72,04/21/2022 01:40:43,9.124
73,04/21/2022 02:10:43,9.028
74,04/21/2022 02:40:43,8.963
75,04/21/2022 03:10:43,8.910
76,04/21/2022 03:40:43,8.845
77,04/21/2022 04:10:43,8.792
78,04/21/2022 04:40:43,8.706
79,04/21/2022 05:10:43,8.642
80,04/21/2022 05:40:43,8.588
81,04/21/2022 06:10:43,8.524
82,04/21/2022 06:40:43,8.481
83,04/21/2022 07:10:43,8.449
84,04/21/2022 07:40:43,8.438
85,04/21/2022 08:10:43,8.534
86,04/21/2022 08:40:43,8.652
87,04/21/2022 09:10:43,8.781
88,04/21/2022 09:40:43,8.888
89,04/21/2022 10:10:43,9.071
90,04/21/2022 10:40:43,9.167
91,04/21/2022 11:10:43,9.392
92,04/21/2022 11:40:43,9.489
93,04/21/2022 12:10:43,9.736
94,04/21/2022 12:40:43,9.832
95,04/21/2022 13:10:43,9.864
96,04/21/2022 13:40:43,10.025
97,04/21/2022 14:10:43,9.972
98,04/21/2022 14:40:43,10.068
99,04/21/2022 15:10:43,10.079
100,04/21/2022 15:40:43,9.982
101,04/21/2022 16:10:43,9.886
102,04/21/2022 16:40:43,9.725
103,04/21/2022 17:10:43,9.693
104,04/21/2022 17:40:43,9.682
105,04/21/2022 18:10:43,9.607
106,04/21/2022 18:40:43,9.596
107,04/21/2022 19:10:43,9.596
108,04/21/2022 19:40:43,9.596
109,04/21/2022 20:10:43,9.596
110,04/21/2022 20:40:43,9.618
111,04/21/2022 21:10:43,9.650
112,04/21/2022 21:40:43,9.618
113,04/21/2022 22:10:43,9.596
114,04/21/2022 22:40:43,9.628
115,04/21/2022 23:10:43,9.628
116,04/21/2022 23:40:43,9.607
117,04/22/2022 00:10:43,9.596
118,04/22/2022 00:40:43,9.564
119,04/22/2022 01:10:43,9.585
120,04/22/2022 01:40:43,9.585
121,04/22/2022 02:10:43,9.553
122,04/22/2022 02:40:43,9.510
123,04/22/2022 03:10:43,9.446
124,04/22/2022 03:40:43,9.425
125,04/22/2022 04:10:43,9.371
126,04/22/2022 04:40:43,9.371
127,04/22/2022 05:10:43,9.307
128,04/22/2022 05:40:43,9.296
129,04/22/2022 06:10:43,9.285
130,04/22/2022 06:40:43,9.264
131,04/22/2022 07:10:43,9.285
132,04/22/2022 07:40:43,9.307
133,04/22/2022 08:10:43,9.360
134,04/22/2022 08:40:43,9.467
135,04/22/2022 09:10:43,9.553
136,04/22/2022 09:40:43,9.746
137,04/22/2022 10:10:43,9.821
138,04/22/2022 10:40:43,10.036
139,04/22/2022 11:10:43,10.079
140,04/22/2022 11:40:43,10.208
141,04/22/2022 12:10:43,10.572
142,04/22/2022 12:40:43,10.626
143,04/22/2022 13:10:43,10.637
144,04/22/2022 13:40:43,10.776
145,04/22/2022 14:10:43,10.840
146,04/22/2022 14:40:43,10.830
147,04/22/2022 15:10:43,10.958
148,04/22/2022 15:40:43,10.915
149,04/22/2022 16:10:43,10.948
150,04/22/2022 16:40:43,10.958
151,04/22/2022 17:10:43,10.948
152,04/22/2022 17:40:43,10.926
153,04/22/2022 18:10:43,10.840
154,04/22/2022 18:40:43,10.787
155,04/22/2022 19:10:43,10.733
156,04/22/2022 19:40:43,10.647
157,04/22/2022 20:10:43,10.551
158,04/22/2022 20:40:43,10.465
159,04/22/2022 21:10:43,10.358
160,04/22/2022 21:40:43,10.304
161,04/22/2022 22:10:43,10.218
162,04/22/2022 22:40:43,10.165
163,04/22/2022 23:10:43,10.057
164,04/22/2022 23:40:43,9.993
165,04/23/2022 00:10:43,9.939
166,04/23/2022 00:40:43,9.843
167,04/23/2022 01:10:43,9.714
168,04/23/2022 01:40:43,9.661
169,04/23/2022 02:10:43,9.585
170,04/23/2022 02:40:43,9.532
171,04/23/2022 03:10:43,9.446
172,04/23/2022 03:40:43,9.392
173,04/23/2022 04:10:43,9.296
174,04/23/2022 04:40:43,9.221
175,04/23/2022 05:10:43,9.124
176,04/23/2022 05:40:43,9.060
177,04/23/2022 06:10:43,8.974
178,04/23/2022 06:40:43,8.888
179,04/23/2022 07:10:43,8.824
180,04/23/2022 07:40:43,8.770
181,04/23/2022 08:10:43,8.792
182,04/23/2022 08:40:43,8.899
183,04/23/2022 09:10:43,9.060
184,04/23/2022 09:40:43,9.242
185,04/23/2022 10:10:43,9.457
186,04/23/2022 10:40:43,9.693
187,04/23/2022 11:10:43,9.918
188,04/23/2022 11:40:43,10.175
189,04/23/2022 12:10:43,10.519
190,04/23/2022 12:40:43,10.594
191,04/23/2022 13:10:43,10.830
192,04/23/2022 13:40:43,11.108
193,04/23/2022 14:10:43,11.312
194,04/23/2022 14:40:43,11.409
195,04/23/2022 15:10:43,11.516
196,04/23/2022 15:40:43,11.602
197,04/23/2022 16:10:43,11.602
198,04/23/2022 16:40:43,11.623
199,04/23/2022 17:10:43,11.623
200,04/23/2022 17:40:43,11.495
201,04/23/2022 18:10:43,11.419
202,04/23/2022 18:40:43,11.366
203,04/23/2022 19:10:43,11.248
204,04/23/2022 19:40:43,11.151
205,04/23/2022 20:10:43,11.098
206,04/23/2022 20:40:43,11.012
207,04/23/2022 21:10:43,10.937
208,04/23/2022 21:40:43,10.851
209,04/23/2022 22:10:43,10.754
210,04/23/2022 22:40:43,10.647
211,04/23/2022 23:10:43,10.519
212,04/23/2022 23:40:43,10.379
213,04/24/2022 00:10:43,10.261
214,04/24/2022 00:40:43,10.175
215,04/24/2022 01:10:43,10.047
216,04/24/2022 01:40:43,9.961
217,04/24/2022 02:10:43,9.843
218,04/24/2022 02:40:43,9.746
219,04/24/2022 03:10:43,9.671
220,04/24/2022 03:40:43,9.564
221,04/24/2022 04:10:43,9.467
222,04/24/2022 04:40:43,9.360
223,04/24/2022 05:10:43,9.264
224,04/24/2022 05:40:43,9.189
225,04/24/2022 06:10:43,9.092
226,04/24/2022 06:40:43,8.942
227,04/24/2022 07:10:43,8.867
228,04/24/2022 07:40:43,8.813
229,04/24/2022 08:10:43,8.813
230,04/24/2022 08:40:43,8.942
231,04/24/2022 09:10:43,9.081
232,04/24/2022 09:40:43,9.317
233,04/24/2022 10:10:43,9.500
234,04/24/2022 10:40:43,9.789
235,04/24/2022 11:10:43,10.090
236,04/24/2022 11:40:43,10.358
237,04/24/2022 12:10:43,10.669
238,04/24/2022 12:40:43,10.969
239,04/24/2022 13:10:43,11.291
240,04/24/2022 13:40:43,11.377
241,04/24/2022 14:10:43,11.441
242,04/24/2022 14:40:43,11.827
243,04/24/2022 15:10:43,11.924
244,04/24/2022 15:40:43,11.988
245,04/24/2022 16:10:43,12.138
246,04/24/2022 16:40:43,12.117
247,04/24/2022 17:10:43,11.956
248,04/24/2022 17:40:43,11.999
249,04/24/2022 18:10:43,11.859
250,04/24/2022 18:40:43,11.816
251,04/24/2022 19:10:43,11.709
252,04/24/2022 19:40:43,11.634
253,04/24/2022 20:10:43,11.570
254,04/24/2022 20:40:43,11.484
255,04/24/2022 21:10:43,11.419
256,04/24/2022 21:40:43,11.334
257,04/24/2022 22:10:43,11.237
258,04/24/2022 22:40:43,11.141
259,04/24/2022 23:10:43,11.044
260,04/24/2022 23:40:43,10.980
261,04/25/2022 00:10:43,10.926
262,04/25/2022 00:40:43,10.819
263,04/25/2022 01:10:43,10.712
264,04/25/2022 01:40:43,10.604
265,04/25/2022 02:10:43,10.497
266,04/25/2022 02:40:43,10.443
267,04/25/2022 03:10:43,10.347
268,04/25/2022 03:40:43,10.283
269,04/25/2022 04:10:43,10.175
270,04/25/2022 04:40:43,10.132
271,04/25/2022 05:10:43,10.057
272,04/25/2022 05:40:43,9.993
273,04/25/2022 06:10:43,9.982
274,04/25/2022 06:40:43,9.950
275,04/25/2022 07:10:43,9.939
276,04/25/2022 07:40:43,9.993
277,04/25/2022 08:10:43,10.014
278,04/25/2022 08:40:43,10.165
279,04/25/2022 09:10:43,10.422
280,04/25/2022 09:40:43,10.540
281,04/25/2022 10:10:43,10.690
282,04/25/2022 10:40:43,10.862
283,04/25/2022 11:10:43,11.130
284,04/25/2022 11:40:43,11.334
285,04/25/2022 12:10:43,11.720
286,04/25/2022 12:40:43,11.806
287,04/25/2022 13:10:43,12.031
288,04/25/2022 13:40:43,11.966
289,04/25/2022 14:10:43,11.924
290,04/25/2022 14:40:43,11.859
291,04/25/2022 15:10:43,11.730
292,04/25/2022 15:40:43,11.698
293,04/25/2022 16:10:43,11.570
294,04/25/2022 16:40:43,11.495
295,04/25/2022 17:10:43,11.312
296,04/25/2022 17:40:43,11.237
297,04/25/2022 18:10:43,11.066
298,04/25/2022 18:40:43,10.905
299,04/25/2022 19:10:43,10.744
300,04/25/2022 19:40:43,10.733
301,04/25/2022 20:10:43,10.701
302,04/25/2022 20:40:43,10.658
303,04/25/2022 21:10:43,10.561
304,04/25/2022 21:40:43,10.508
305,04/25/2022 22:10:43,10.476
306,04/25/2022 22:40:43,10.476
307,04/25/2022 23:10:43,10.476
308,04/25/2022 23:40:43,10.465
309,04/26/2022 00:10:43,10.443
310,04/26/2022 00:40:43,10.422
311,04/26/2022 01:10:43,10.422
312,04/26/2022 01:40:43,10.443
313,04/26/2022 02:10:43,10.422
314,04/26/2022 02:40:43,10.443
315,04/26/2022 03:10:43,10.422
316,04/26/2022 03:40:43,10.422
317,04/26/2022 04:10:43,10.401
318,04/26/2022 04:40:43,10.390
319,04/26/2022 05:10:43,10.368
320,04/26/2022 05:40:43,10.336
321,04/26/2022 06:10:43,10.347
322,04/26/2022 06:40:43,10.358
323,04/26/2022 07:10:43,10.379
324,04/26/2022 07:40:43,10.401
325,04/26/2022 08:10:43,10.465
326,04/26/2022 08:40:43,10.443
327,04/26/2022 09:10:43,10.540
328,04/26/2022 09:40:43,10.551
329,04/26/2022 10:10:43,10.615
330,04/26/2022 10:40:43,10.679
331,04/26/2022 11:10:43,10.712
332,04/26/2022 11:40:43,10.733
333,04/26/2022 12:10:43,10.808
334,04/26/2022 12:40:43,10.851
335,04/26/2022 13:10:43,10.872
336,04/26/2022 13:40:43,10.915
337,04/26/2022 14:10:43,10.948
338,04/26/2022 14:40:43,11.001
339,04/26/2022 15:10:43,11.023
340,04/26/2022 15:40:43,11.033
341,04/26/2022 16:10:43,11.023
342,04/26/2022 16:40:43,10.990
343,04/26/2022 17:10:43,10.937
344,04/26/2022 17:40:43,10.915
345,04/26/2022 18:10:43,10.915
346,04/26/2022 18:40:43,10.894
347,04/26/2022 19:10:43,10.883
348,04/26/2022 19:40:43,10.862
349,04/26/2022 20:10:43,10.840
350,04/26/2022 20:40:43,10.808
351,04/26/2022 21:10:43,10.808
352,04/26/2022 21:40:43,10.787
353,04/26/2022 22:10:43,10.776
354,04/26/2022 22:40:43,10.754
355,04/26/2022 23:10:43,10.733
356,04/26/2022 23:40:43,10.712
357,04/27/2022 00:10:43,10.690
358,04/27/2022 00:40:43,10.669
359,04/27/2022 01:10:43,10.679
360,04/27/2022 01:40:43,10.637
361,04/27/2022 02:10:43,10.626
362,04/27/2022 02:40:43,10.615
363,04/27/2022 03:10:43,10.583
364,04/27/2022 03:40:43,10.572
365,04/27/2022 04:10:43,10.561
366,04/27/2022 04:40:43,10.508
367,04/27/2022 05:10:43,10.508
368,04/27/2022 05:40:43,10.443
369,04/27/2022 06:10:43,10.422
370,04/27/2022 06:40:43,10.390
371,04/27/2022 07:10:43,10.379
372,04/27/2022 07:40:43,10.358
373,04/27/2022 08:10:43,10.358
374,04/27/2022 08:40:43,10.379
375,04/27/2022 09:10:43,10.422
376,04/27/2022 09:40:43,10.465
377,04/27/2022 10:10:43,10.594
378,04/27/2022 10:40:43,10.765
379,04/27/2022 11:10:43,10.883
380,04/27/2022 11:40:43,10.926
381,04/27/2022 12:10:43,11.087
382,04/27/2022 12:40:43,11.162
383,04/27/2022 13:10:43,11.259
384,04/27/2022 13:40:43,11.430
385,04/27/2022 14:10:43,11.495
386,04/27/2022 14:40:43,11.645
387,04/27/2022 15:10:43,11.677
388,04/27/2022 15:40:43,11.634
389,04/27/2022 16:10:43,11.623
390,04/27/2022 16:40:43,11.548
391,04/27/2022 17:10:43,11.537
392,04/27/2022 17:40:43,11.516
393,04/27/2022 18:10:43,11.473
394,04/27/2022 18:40:43,11.430
395,04/27/2022 19:10:43,11.377
396,04/27/2022 19:40:43,11.323
397,04/27/2022 20:10:43,11.301
398,04/27/2022 20:40:43,11.269
399,04/27/2022 21:10:43,11.216
400,04/27/2022 21:40:43,11.130
401,04/27/2022 22:10:43,11.098
402,04/27/2022 22:40:43,11.055
403,04/27/2022 23:10:43,10.958
404,04/27/2022 23:40:43,10.905
405,04/28/2022 00:10:43,10.830
406,04/28/2022 00:40:43,10.754
407,04/28/2022 01:10:43,10.679
408,04/28/2022 01:40:43,10.615
409,04/28/2022 02:10:43,10.529
410,04/28/2022 02:40:43,10.497
411,04/28/2022 03:10:43,10.476
412,04/28/2022 03:40:43,10.422
413,04/28/2022 04:10:43,10.315
414,04/28/2022 04:40:43,10.240
415,04/28/2022 05:10:43,10.186
416,04/28/2022 05:40:43,10.122
417,04/28/2022 06:10:43,10.047
418,04/28/2022 06:40:43,9.982
419,04/28/2022 07:10:43,9.972
420,04/28/2022 07:40:43,9.929
421,04/28/2022 08:10:43,9.929
422,04/28/2022 08:40:43,9.875
423,04/28/2022 09:10:43,9.843
424,04/28/2022 09:40:43,9.854
425,04/28/2022 10:10:43,9.864
426,04/28/2022 10:40:43,9.939
427,04/28/2022 11:10:43,10.143
428,04/28/2022 11:40:43,10.390
429,04/28/2022 12:10:43,10.401
430,04/28/2022 12:40:43,10.422
431,04/28/2022 13:10:43,10.443
432,04/28/2022 13:40:43,10.497
433,04/28/2022 14:10:43,10.594
434,04/28/2022 14:40:43,10.637
435,04/28/2022 15:10:43,10.637
436,04/28/2022 15:40:43,10.626
437,04/28/2022 16:10:43,10.626
438,04/28/2022 16:40:43,10.594
439,04/28/2022 17:10:43,10.561
440,04/28/2022 17:40:43,10.497
441,04/28/2022 18:10:43,10.454
442,04/28/2022 18:40:43,10.358
443,04/28/2022 19:10:43,10.293
444,04/28/2022 19:40:43,10.240
445,04/28/2022 20:10:43,10.154
446,04/28/2022 20:40:43,10.068
447,04/28/2022 21:10:43,10.014
448,04/28/2022 21:40:43,9.929
449,04/28/2022 22:10:43,9.864
450,04/28/2022 22:40:43,9.789
451,04/28/2022 23:10:43,9.725
452,04/28/2022 23:40:43,9.693
453,04/29/2022 00:10:43,9.618
454,04/29/2022 00:40:43,9.585
455,04/29/2022 01:10:43,9.521
456,04/29/2022 01:40:43,9.392
457,04/29/2022 02:10:43,9.221
458,04/29/2022 02:40:43,9.135
459,04/29/2022 03:10:43,9.038
460,04/29/2022 03:40:43,8.931
461,04/29/2022 04:10:43,8.867
462,04/29/2022 04:40:43,8.781
463,04/29/2022 05:10:43,8.717
464,04/29/2022 05:40:43,8.620
465,04/29/2022 06:10:43,8.567
466,04/29/2022 06:40:43,8.534
467,04/29/2022 07:10:43,8.534
468,04/29/2022 07:40:43,8.513
469,04/29/2022 08:10:43,8.534
470,04/29/2022 08:40:43,8.534
471,04/29/2022 09:10:43,8.588
472,04/29/2022 09:40:43,8.663
473,04/29/2022 10:10:43,8.770
474,04/29/2022 10:40:43,8.899
475,04/29/2022 11:10:43,9.006
476,04/29/2022 11:40:43,9.146
477,04/29/2022 12:10:43,9.414
478,04/29/2022 12:40:43,9.521
479,04/29/2022 13:10:43,9.618
480,04/29/2022 13:40:43,9.757
481,04/29/2022 14:10:43,9.800
482,04/29/2022 14:40:43,9.886
483,04/29/2022 15:10:43,9.864
